"id","task","inducer","right","left","key","congruent_rating","congruent_exp"
513,"shape","lightness","smooth:light","smooth:dark","-2",0,NA
513,"hue","lightness","red:light","red:dark","-1",0,NA
513,"shape","timbre","smooth:sine","smooth:square","1",0,1
513,"timbre","pitch","sine:low","sine:high","2",1,NA
513,"shape","hue","smooth:blue","smooth:red","2",1,NA
513,"shape","pitch","smooth:low","smooth:high","3",1,1
514,"complexity","lightness","simple:light","simple:dark","0",NA,NA
514,"complexity","hue","simple:blue","simple:red","-2",0,NA
514,"complexity","pitch","simple:low","simple:high","2",1,NA
514,"shape","pitch","smooth:low","smooth:high","2",1,1
514,"hue","timbre","red:square","red:sine","-2",0,NA
514,"complexity","timbre","simple:square","simple:sine","-2",0,NA
514,"shape","lightness","smooth:light","smooth:dark","0",NA,NA
514,"timbre","pitch","sine:low","sine:high","0",NA,NA
514,"hue","pitch","red:low","red:high","1",1,NA
514,"hue","lightness","red:light","red:dark","1",1,NA
514,"lightness","pitch","dark:low","dark:high","2",1,1
514,"shape","timbre","smooth:sine","smooth:square","2",0,1
514,"shape","hue","smooth:blue","smooth:red","0",NA,NA
514,"shape","complexity","smooth:complex","smooth:simple","0",NA,NA
514,"lightness","timbre","dark:sine","dark:square","2",0,1
514,"complexity","lightness","simple:light","simple:dark","0",NA,NA
514,"complexity","hue","simple:blue","simple:red","0",NA,NA
514,"complexity","pitch","simple:low","simple:high","2",1,NA
514,"shape","pitch","smooth:low","smooth:high","2",1,1
514,"hue","timbre","red:square","red:sine","-2",0,NA
514,"complexity","timbre","simple:square","simple:sine","-2",0,NA
514,"shape","lightness","smooth:light","smooth:dark","0",NA,NA
514,"timbre","pitch","sine:low","sine:high","0",NA,NA
514,"hue","pitch","red:low","red:high","1",1,NA
514,"hue","lightness","red:light","red:dark","2",1,NA
514,"lightness","pitch","dark:low","dark:high","1",1,1
514,"shape","timbre","smooth:sine","smooth:square","2",0,1
514,"shape","hue","smooth:blue","smooth:red","0",NA,NA
514,"shape","complexity","smooth:complex","smooth:simple","-1",0,NA
514,"lightness","timbre","dark:sine","dark:square","2",0,1
514,"complexity","lightness","simple:light","simple:dark","0",NA,NA
514,"complexity","hue","simple:blue","simple:red","0",NA,NA
514,"complexity","pitch","simple:low","simple:high","2",1,NA
514,"shape","pitch","smooth:low","smooth:high","2",1,1
514,"hue","timbre","red:square","red:sine","-2",0,NA
514,"complexity","timbre","simple:square","simple:sine","-2",0,NA
514,"shape","lightness","smooth:light","smooth:dark","0",NA,NA
514,"timbre","pitch","sine:low","sine:high","0",NA,NA
514,"hue","pitch","red:low","red:high","1",1,NA
514,"hue","lightness","red:light","red:dark","1",1,NA
514,"lightness","pitch","dark:low","dark:high","2",1,1
514,"shape","timbre","smooth:sine","smooth:square","2",0,1
514,"shape","hue","smooth:blue","smooth:red","0",NA,NA
514,"shape","complexity","smooth:complex","smooth:simple","0",NA,NA
514,"lightness","timbre","dark:sine","dark:square","2",0,1
515,"timbre","pitch","sine:low","sine:high","1",1,NA
515,"shape","pitch","smooth:low","smooth:high","2",1,1
515,"complexity","pitch","simple:low","simple:high","2",1,NA
515,"shape","complexity","smooth:complex","smooth:simple","-3",0,NA
515,"lightness","pitch","dark:low","dark:high","-2",0,1
515,"complexity","hue","simple:blue","simple:red","1",1,NA
515,"shape","hue","smooth:blue","smooth:red","1",1,NA
515,"lightness","timbre","dark:sine","dark:square","-2",1,1
515,"hue","pitch","red:low","red:high","0",NA,NA
515,"shape","lightness","smooth:light","smooth:dark","1",1,NA
515,"hue","timbre","red:square","red:sine","-1",0,NA
515,"hue","lightness","red:light","red:dark","2",1,NA
515,"shape","timbre","smooth:sine","smooth:square","0",NA,1
515,"complexity","lightness","simple:light","simple:dark","-1",0,NA
515,"complexity","timbre","simple:square","simple:sine","-1",0,NA
515,"timbre","pitch","sine:low","sine:high","2",1,NA
515,"shape","pitch","smooth:low","smooth:high","1",1,1
515,"complexity","pitch","simple:low","simple:high","1",1,NA
515,"shape","complexity","smooth:complex","smooth:simple","2",1,NA
515,"lightness","pitch","dark:low","dark:high","0",NA,1
515,"complexity","hue","simple:blue","simple:red","1",1,NA
515,"shape","hue","smooth:blue","smooth:red","-1",0,NA
515,"lightness","timbre","dark:sine","dark:square","1",0,1
515,"hue","pitch","red:low","red:high","1",1,NA
515,"shape","lightness","smooth:light","smooth:dark","-1",0,NA
515,"hue","timbre","red:square","red:sine","0",NA,NA
515,"hue","lightness","red:light","red:dark","2",1,NA
515,"shape","timbre","smooth:sine","smooth:square","0",NA,1
515,"complexity","lightness","simple:light","simple:dark","-2",0,NA
515,"complexity","timbre","simple:square","simple:sine","-2",0,NA
515,"timbre","pitch","sine:low","sine:high","1",1,NA
515,"shape","pitch","smooth:low","smooth:high","1",1,1
515,"complexity","pitch","simple:low","simple:high","2",1,NA
515,"shape","complexity","smooth:complex","smooth:simple","2",1,NA
515,"lightness","pitch","dark:low","dark:high","1",1,1
515,"complexity","hue","simple:blue","simple:red","2",1,NA
515,"shape","hue","smooth:blue","smooth:red","-1",0,NA
515,"lightness","timbre","dark:sine","dark:square","-1",1,1
515,"hue","pitch","red:low","red:high","2",1,NA
515,"shape","lightness","smooth:light","smooth:dark","0",NA,NA
515,"hue","timbre","red:square","red:sine","1",1,NA
515,"hue","lightness","red:light","red:dark","2",1,NA
515,"shape","timbre","smooth:sine","smooth:square","1",0,1
515,"complexity","lightness","simple:light","simple:dark","-1",0,NA
515,"complexity","timbre","simple:square","simple:sine","1",1,NA
516,"shape","timbre","smooth:sine","smooth:square","2",0,1
516,"shape","complexity","smooth:complex","smooth:simple","-1",0,NA
516,"complexity","pitch","simple:low","simple:high","-2",0,NA
516,"complexity","hue","simple:blue","simple:red","1",1,NA
516,"hue","pitch","red:low","red:high","-1",0,NA
516,"shape","pitch","smooth:low","smooth:high","3",1,1
516,"shape","hue","smooth:blue","smooth:red","2",1,NA
516,"complexity","lightness","simple:light","simple:dark","-1",0,NA
516,"hue","lightness","red:light","red:dark","-3",0,NA
516,"timbre","pitch","sine:low","sine:high","0",NA,NA
516,"lightness","timbre","dark:sine","dark:square","3",0,1
516,"complexity","timbre","simple:square","simple:sine","1",1,NA
516,"lightness","pitch","dark:low","dark:high","3",1,1
516,"hue","timbre","red:square","red:sine","2",1,NA
516,"shape","lightness","smooth:light","smooth:dark","-1",0,NA
516,"shape","timbre","smooth:sine","smooth:square","3",0,1
516,"shape","complexity","smooth:complex","smooth:simple","2",1,NA
516,"complexity","pitch","simple:low","simple:high","-1",0,NA
516,"complexity","hue","simple:blue","simple:red","-1",0,NA
516,"hue","pitch","red:low","red:high","-2",0,NA
516,"shape","pitch","smooth:low","smooth:high","2",1,1
516,"shape","hue","smooth:blue","smooth:red","1",1,NA
516,"complexity","lightness","simple:light","simple:dark","1",1,NA
516,"hue","lightness","red:light","red:dark","-2",0,NA
516,"timbre","pitch","sine:low","sine:high","-1",0,NA
516,"lightness","timbre","dark:sine","dark:square","2",0,1
516,"complexity","timbre","simple:square","simple:sine","1",1,NA
516,"lightness","pitch","dark:low","dark:high","2",1,1
516,"hue","timbre","red:square","red:sine","2",1,NA
516,"shape","lightness","smooth:light","smooth:dark","-1",0,NA
516,"shape","timbre","smooth:sine","smooth:square","2",0,1
516,"shape","complexity","smooth:complex","smooth:simple","-2",0,NA
516,"complexity","pitch","simple:low","simple:high","0",NA,NA
516,"complexity","hue","simple:blue","simple:red","-1",0,NA
516,"hue","pitch","red:low","red:high","-2",0,NA
516,"shape","pitch","smooth:low","smooth:high","2",1,1
516,"shape","hue","smooth:blue","smooth:red","2",1,NA
516,"complexity","lightness","simple:light","simple:dark","0",NA,NA
516,"hue","lightness","red:light","red:dark","-2",0,NA
516,"timbre","pitch","sine:low","sine:high","-1",0,NA
516,"lightness","timbre","dark:sine","dark:square","3",0,1
516,"complexity","timbre","simple:square","simple:sine","1",1,NA
516,"lightness","pitch","dark:low","dark:high","3",1,1
516,"hue","timbre","red:square","red:sine","2",1,NA
516,"shape","lightness","smooth:light","smooth:dark","-2",0,NA
517,"hue","lightness","red:light","red:dark","3",1,NA
517,"hue","pitch","red:low","red:high","-2",0,NA
517,"lightness","timbre","dark:sine","dark:square","-3",1,1
517,"shape","complexity","smooth:complex","smooth:simple","3",1,NA
517,"shape","hue","smooth:blue","smooth:red","2",1,NA
517,"timbre","pitch","sine:low","sine:high","3",1,NA
517,"shape","timbre","smooth:sine","smooth:square","3",0,1
517,"shape","pitch","smooth:low","smooth:high","2",1,1
517,"complexity","lightness","simple:light","simple:dark","3",1,NA
517,"complexity","timbre","simple:square","simple:sine","-3",0,NA
517,"hue","timbre","red:square","red:sine","3",1,NA
517,"complexity","pitch","simple:low","simple:high","3",1,NA
517,"lightness","pitch","dark:low","dark:high","3",1,1
517,"complexity","hue","simple:blue","simple:red","3",1,NA
517,"shape","lightness","smooth:light","smooth:dark","3",1,NA
517,"hue","lightness","red:light","red:dark","3",1,NA
517,"hue","pitch","red:low","red:high","-2",0,NA
517,"lightness","timbre","dark:sine","dark:square","3",0,1
517,"shape","complexity","smooth:complex","smooth:simple","3",1,NA
517,"shape","hue","smooth:blue","smooth:red","3",1,NA
517,"timbre","pitch","sine:low","sine:high","1",1,NA
517,"shape","timbre","smooth:sine","smooth:square","3",0,1
517,"shape","pitch","smooth:low","smooth:high","3",1,1
517,"complexity","lightness","simple:light","simple:dark","-3",0,NA
517,"complexity","timbre","simple:square","simple:sine","-1",0,NA
517,"hue","timbre","red:square","red:sine","-2",0,NA
517,"complexity","pitch","simple:low","simple:high","2",1,NA
517,"lightness","pitch","dark:low","dark:high","3",1,1
517,"complexity","hue","simple:blue","simple:red","3",1,NA
517,"shape","lightness","smooth:light","smooth:dark","2",1,NA
517,"hue","lightness","red:light","red:dark","3",1,NA
517,"hue","pitch","red:low","red:high","-3",0,NA
517,"lightness","timbre","dark:sine","dark:square","3",0,1
517,"shape","complexity","smooth:complex","smooth:simple","3",1,NA
517,"shape","hue","smooth:blue","smooth:red","3",1,NA
517,"timbre","pitch","sine:low","sine:high","-3",0,NA
517,"shape","timbre","smooth:sine","smooth:square","3",0,1
517,"shape","pitch","smooth:low","smooth:high","2",1,1
517,"complexity","lightness","simple:light","simple:dark","-3",0,NA
517,"complexity","timbre","simple:square","simple:sine","-3",0,NA
517,"hue","timbre","red:square","red:sine","3",1,NA
517,"complexity","pitch","simple:low","simple:high","3",1,NA
517,"lightness","pitch","dark:low","dark:high","3",1,1
517,"complexity","hue","simple:blue","simple:red","3",1,NA
517,"shape","lightness","smooth:light","smooth:dark","3",1,NA
518,"lightness","timbre","dark:sine","dark:square","-2",1,1
518,"hue","timbre","red:square","red:sine","-2",0,NA
518,"lightness","pitch","dark:low","dark:high","-3",0,1
518,"timbre","pitch","sine:low","sine:high","-2",0,NA
518,"hue","pitch","red:low","red:high","-2",0,NA
518,"complexity","lightness","simple:light","simple:dark","-2",0,NA
518,"shape","complexity","smooth:complex","smooth:simple","0",NA,NA
518,"shape","timbre","smooth:sine","smooth:square","0",NA,1
518,"shape","hue","smooth:blue","smooth:red","3",1,NA
518,"complexity","pitch","simple:low","simple:high","-2",0,NA
518,"hue","lightness","red:light","red:dark","0",NA,NA
518,"shape","lightness","smooth:light","smooth:dark","-3",0,NA
518,"complexity","hue","simple:blue","simple:red","1",1,NA
518,"shape","pitch","smooth:low","smooth:high","1",1,1
518,"complexity","timbre","simple:square","simple:sine","-2",0,NA
518,"lightness","timbre","dark:sine","dark:square","-2",1,1
518,"hue","timbre","red:square","red:sine","1",1,NA
518,"lightness","pitch","dark:low","dark:high","2",1,1
518,"timbre","pitch","sine:low","sine:high","-2",0,NA
518,"hue","pitch","red:low","red:high","-2",0,NA
518,"complexity","lightness","simple:light","simple:dark","-1",0,NA
518,"shape","complexity","smooth:complex","smooth:simple","0",NA,NA
518,"shape","timbre","smooth:sine","smooth:square","1",0,1
518,"shape","hue","smooth:blue","smooth:red","-1",0,NA
518,"complexity","pitch","simple:low","simple:high","0",NA,NA
518,"hue","lightness","red:light","red:dark","0",NA,NA
518,"shape","lightness","smooth:light","smooth:dark","2",1,NA
518,"complexity","hue","simple:blue","simple:red","1",1,NA
518,"shape","pitch","smooth:low","smooth:high","1",1,1
518,"complexity","timbre","simple:square","simple:sine","-1",0,NA
518,"lightness","timbre","dark:sine","dark:square","-2",1,1
518,"hue","timbre","red:square","red:sine","-2",0,NA
518,"lightness","pitch","dark:low","dark:high","-2",0,1
518,"timbre","pitch","sine:low","sine:high","-2",0,NA
518,"hue","pitch","red:low","red:high","-1",0,NA
518,"complexity","lightness","simple:light","simple:dark","0",NA,NA
518,"shape","complexity","smooth:complex","smooth:simple","0",NA,NA
518,"shape","timbre","smooth:sine","smooth:square","1",0,1
518,"shape","hue","smooth:blue","smooth:red","-1",0,NA
518,"complexity","pitch","simple:low","simple:high","-2",0,NA
518,"hue","lightness","red:light","red:dark","0",NA,NA
518,"shape","lightness","smooth:light","smooth:dark","1",1,NA
518,"complexity","hue","simple:blue","simple:red","1",1,NA
518,"shape","pitch","smooth:low","smooth:high","1",1,1
518,"complexity","timbre","simple:square","simple:sine","1",1,NA
519,"shape","complexity","smooth:complex","smooth:simple","-3",0,NA
519,"shape","pitch","smooth:low","smooth:high","3",1,1
519,"complexity","timbre","simple:square","simple:sine","-2",0,NA
519,"shape","lightness","smooth:light","smooth:dark","0",NA,NA
519,"hue","pitch","red:low","red:high","-3",0,NA
519,"shape","timbre","smooth:sine","smooth:square","3",0,1
519,"hue","timbre","red:square","red:sine","3",1,NA
519,"shape","hue","smooth:blue","smooth:red","3",1,NA
519,"timbre","pitch","sine:low","sine:high","0",NA,NA
519,"lightness","timbre","dark:sine","dark:square","-3",1,1
519,"complexity","hue","simple:blue","simple:red","2",1,NA
519,"hue","lightness","red:light","red:dark","0",NA,NA
519,"complexity","lightness","simple:light","simple:dark","2",1,NA
519,"complexity","pitch","simple:low","simple:high","2",1,NA
519,"lightness","pitch","dark:low","dark:high","-2",0,1
519,"shape","complexity","smooth:complex","smooth:simple","-2",0,NA
519,"shape","pitch","smooth:low","smooth:high","2",1,1
519,"complexity","timbre","simple:square","simple:sine","-1",0,NA
519,"shape","lightness","smooth:light","smooth:dark","2",1,NA
519,"hue","pitch","red:low","red:high","-3",0,NA
519,"shape","timbre","smooth:sine","smooth:square","2",0,1
519,"hue","timbre","red:square","red:sine","2",1,NA
519,"shape","hue","smooth:blue","smooth:red","3",1,NA
519,"timbre","pitch","sine:low","sine:high","0",NA,NA
519,"lightness","timbre","dark:sine","dark:square","-1",1,1
519,"complexity","hue","simple:blue","simple:red","1",1,NA
519,"hue","lightness","red:light","red:dark","0",NA,NA
519,"complexity","lightness","simple:light","simple:dark","2",1,NA
519,"complexity","pitch","simple:low","simple:high","2",1,NA
519,"lightness","pitch","dark:low","dark:high","-2",0,1
519,"shape","complexity","smooth:complex","smooth:simple","-3",0,NA
519,"shape","pitch","smooth:low","smooth:high","2",1,1
519,"complexity","timbre","simple:square","simple:sine","-2",0,NA
519,"shape","lightness","smooth:light","smooth:dark","2",1,NA
519,"hue","pitch","red:low","red:high","-2",0,NA
519,"shape","timbre","smooth:sine","smooth:square","2",0,1
519,"hue","timbre","red:square","red:sine","2",1,NA
519,"shape","hue","smooth:blue","smooth:red","2",1,NA
519,"timbre","pitch","sine:low","sine:high","0",NA,NA
519,"lightness","timbre","dark:sine","dark:square","-2",1,1
519,"complexity","hue","simple:blue","simple:red","2",1,NA
519,"hue","lightness","red:light","red:dark","0",NA,NA
519,"complexity","lightness","simple:light","simple:dark","2",1,NA
519,"complexity","pitch","simple:low","simple:high","2",1,NA
519,"lightness","pitch","dark:low","dark:high","-2",0,1
520,"hue","pitch","red:low","red:high","-2",0,NA
520,"complexity","pitch","simple:low","simple:high","2",1,NA
520,"complexity","lightness","simple:light","simple:dark","0",NA,NA
520,"timbre","pitch","sine:low","sine:high","0",NA,NA
520,"shape","hue","smooth:blue","smooth:red","3",1,NA
520,"shape","complexity","smooth:complex","smooth:simple","-3",0,NA
520,"lightness","pitch","dark:low","dark:high","3",1,1
520,"shape","lightness","smooth:light","smooth:dark","-1",0,NA
520,"shape","timbre","smooth:sine","smooth:square","3",0,1
520,"complexity","hue","simple:blue","simple:red","2",1,NA
520,"complexity","timbre","simple:square","simple:sine","-2",0,NA
520,"hue","lightness","red:light","red:dark","-1",0,NA
520,"shape","pitch","smooth:low","smooth:high","2",1,1
520,"hue","timbre","red:square","red:sine","3",1,NA
520,"lightness","timbre","dark:sine","dark:square","2",0,1
520,"hue","pitch","red:low","red:high","-3",0,NA
520,"complexity","pitch","simple:low","simple:high","1",1,NA
520,"complexity","lightness","simple:light","simple:dark","0",NA,NA
520,"timbre","pitch","sine:low","sine:high","0",NA,NA
520,"shape","hue","smooth:blue","smooth:red","2",1,NA
520,"shape","complexity","smooth:complex","smooth:simple","-3",0,NA
520,"lightness","pitch","dark:low","dark:high","3",1,1
520,"shape","lightness","smooth:light","smooth:dark","-2",0,NA
520,"shape","timbre","smooth:sine","smooth:square","3",0,1
520,"complexity","hue","simple:blue","simple:red","-1",0,NA
520,"complexity","timbre","simple:square","simple:sine","-3",0,NA
520,"hue","lightness","red:light","red:dark","-2",0,NA
520,"shape","pitch","smooth:low","smooth:high","3",1,1
520,"hue","timbre","red:square","red:sine","2",1,NA
520,"lightness","timbre","dark:sine","dark:square","2",0,1
520,"hue","pitch","red:low","red:high","-3",0,NA
520,"complexity","pitch","simple:low","simple:high","3",1,NA
520,"complexity","lightness","simple:light","simple:dark","-1",0,NA
520,"timbre","pitch","sine:low","sine:high","0",NA,NA
520,"shape","hue","smooth:blue","smooth:red","1",1,NA
520,"shape","complexity","smooth:complex","smooth:simple","-3",0,NA
520,"lightness","pitch","dark:low","dark:high","3",1,1
520,"shape","lightness","smooth:light","smooth:dark","-2",0,NA
520,"shape","timbre","smooth:sine","smooth:square","3",0,1
520,"complexity","hue","simple:blue","simple:red","2",1,NA
520,"complexity","timbre","simple:square","simple:sine","-3",0,NA
520,"hue","lightness","red:light","red:dark","-2",0,NA
520,"shape","pitch","smooth:low","smooth:high","2",1,1
520,"hue","timbre","red:square","red:sine","2",1,NA
520,"lightness","timbre","dark:sine","dark:square","3",0,1
521,"shape","lightness","smooth:light","smooth:dark","0",NA,NA
521,"lightness","pitch","dark:low","dark:high","3",1,1
521,"hue","lightness","red:light","red:dark","2",1,NA
521,"timbre","pitch","sine:low","sine:high","3",1,NA
521,"complexity","timbre","simple:square","simple:sine","-1",0,NA
521,"shape","timbre","smooth:sine","smooth:square","3",0,1
521,"shape","hue","smooth:blue","smooth:red","1",1,NA
521,"shape","pitch","smooth:low","smooth:high","0",NA,1
521,"hue","pitch","red:low","red:high","0",NA,NA
521,"shape","complexity","smooth:complex","smooth:simple","1",1,NA
521,"hue","timbre","red:square","red:sine","0",NA,NA
521,"complexity","lightness","simple:light","simple:dark","1",1,NA
521,"complexity","pitch","simple:low","simple:high","2",1,NA
521,"lightness","timbre","dark:sine","dark:square","2",0,1
521,"complexity","hue","simple:blue","simple:red","0",NA,NA
521,"shape","lightness","smooth:light","smooth:dark","0",NA,NA
521,"lightness","pitch","dark:low","dark:high","1",1,1
521,"hue","lightness","red:light","red:dark","0",NA,NA
521,"timbre","pitch","sine:low","sine:high","2",1,NA
521,"complexity","timbre","simple:square","simple:sine","-1",0,NA
521,"shape","timbre","smooth:sine","smooth:square","0",NA,1
521,"shape","hue","smooth:blue","smooth:red","0",NA,NA
521,"shape","pitch","smooth:low","smooth:high","0",NA,1
521,"hue","pitch","red:low","red:high","0",NA,NA
521,"shape","complexity","smooth:complex","smooth:simple","1",1,NA
521,"hue","timbre","red:square","red:sine","0",NA,NA
521,"complexity","lightness","simple:light","simple:dark","-2",0,NA
521,"complexity","pitch","simple:low","simple:high","2",1,NA
521,"lightness","timbre","dark:sine","dark:square","0",NA,1
521,"complexity","hue","simple:blue","simple:red","0",NA,NA
521,"shape","lightness","smooth:light","smooth:dark","-1",0,NA
521,"lightness","pitch","dark:low","dark:high","2",1,1
521,"hue","lightness","red:light","red:dark","0",NA,NA
521,"timbre","pitch","sine:low","sine:high","2",1,NA
521,"complexity","timbre","simple:square","simple:sine","-1",0,NA
521,"shape","timbre","smooth:sine","smooth:square","1",0,1
521,"shape","hue","smooth:blue","smooth:red","0",NA,NA
521,"shape","pitch","smooth:low","smooth:high","1",1,1
521,"hue","pitch","red:low","red:high","0",NA,NA
521,"shape","complexity","smooth:complex","smooth:simple","0",NA,NA
521,"hue","timbre","red:square","red:sine","0",NA,NA
521,"complexity","lightness","simple:light","simple:dark","-1",0,NA
521,"complexity","pitch","simple:low","simple:high","1",1,NA
521,"lightness","timbre","dark:sine","dark:square","-1",1,1
521,"complexity","hue","simple:blue","simple:red","0",NA,NA
522,"complexity","hue","simple:blue","simple:red","3",1,NA
522,"shape","timbre","smooth:sine","smooth:square","3",0,1
522,"hue","lightness","red:light","red:dark","3",1,NA
522,"shape","complexity","smooth:complex","smooth:simple","-3",0,NA
522,"hue","timbre","red:square","red:sine","3",1,NA
522,"timbre","pitch","sine:low","sine:high","3",1,NA
522,"complexity","pitch","simple:low","simple:high","3",1,NA
522,"complexity","timbre","simple:square","simple:sine","-3",0,NA
522,"lightness","timbre","dark:sine","dark:square","3",0,1
522,"shape","lightness","smooth:light","smooth:dark","-3",0,NA
522,"lightness","pitch","dark:low","dark:high","3",1,1
522,"complexity","lightness","simple:light","simple:dark","-3",0,NA
522,"shape","hue","smooth:blue","smooth:red","3",1,NA
522,"hue","pitch","red:low","red:high","-3",0,NA
522,"shape","pitch","smooth:low","smooth:high","3",1,1
522,"complexity","hue","simple:blue","simple:red","3",1,NA
522,"shape","timbre","smooth:sine","smooth:square","3",0,1
522,"hue","lightness","red:light","red:dark","3",1,NA
522,"shape","complexity","smooth:complex","smooth:simple","-3",0,NA
522,"hue","timbre","red:square","red:sine","3",1,NA
522,"timbre","pitch","sine:low","sine:high","-3",0,NA
522,"complexity","pitch","simple:low","simple:high","3",1,NA
522,"complexity","timbre","simple:square","simple:sine","-3",0,NA
522,"lightness","timbre","dark:sine","dark:square","3",0,1
522,"shape","lightness","smooth:light","smooth:dark","-3",0,NA
522,"lightness","pitch","dark:low","dark:high","3",1,1
522,"complexity","lightness","simple:light","simple:dark","-3",0,NA
522,"shape","hue","smooth:blue","smooth:red","3",1,NA
522,"hue","pitch","red:low","red:high","-3",0,NA
522,"shape","pitch","smooth:low","smooth:high","3",1,1
522,"complexity","hue","simple:blue","simple:red","3",1,NA
522,"shape","timbre","smooth:sine","smooth:square","3",0,1
522,"hue","lightness","red:light","red:dark","3",1,NA
522,"shape","complexity","smooth:complex","smooth:simple","3",1,NA
522,"hue","timbre","red:square","red:sine","3",1,NA
522,"timbre","pitch","sine:low","sine:high","-3",0,NA
522,"complexity","pitch","simple:low","simple:high","3",1,NA
522,"complexity","timbre","simple:square","simple:sine","3",1,NA
522,"lightness","timbre","dark:sine","dark:square","3",0,1
522,"shape","lightness","smooth:light","smooth:dark","-3",0,NA
522,"lightness","pitch","dark:low","dark:high","3",1,1
522,"complexity","lightness","simple:light","simple:dark","3",1,NA
522,"shape","hue","smooth:blue","smooth:red","3",1,NA
522,"hue","pitch","red:low","red:high","-3",0,NA
522,"shape","pitch","smooth:low","smooth:high","3",1,1
523,"shape","complexity","smooth:complex","smooth:simple","0",NA,NA
523,"shape","hue","smooth:blue","smooth:red","2",1,NA
523,"shape","timbre","smooth:sine","smooth:square","-2",1,1
523,"lightness","timbre","dark:sine","dark:square","3",0,1
523,"hue","timbre","red:square","red:sine","3",1,NA
523,"complexity","lightness","simple:light","simple:dark","2",1,NA
523,"shape","pitch","smooth:low","smooth:high","3",1,1
523,"complexity","hue","simple:blue","simple:red","3",1,NA
523,"timbre","pitch","sine:low","sine:high","0",NA,NA
523,"complexity","pitch","simple:low","simple:high","-3",0,NA
523,"complexity","timbre","simple:square","simple:sine","-3",0,NA
523,"hue","lightness","red:light","red:dark","-2",0,NA
523,"hue","pitch","red:low","red:high","-3",0,NA
523,"lightness","pitch","dark:low","dark:high","3",1,1
523,"shape","lightness","smooth:light","smooth:dark","1",1,NA
523,"shape","complexity","smooth:complex","smooth:simple","1",1,NA
523,"shape","hue","smooth:blue","smooth:red","3",1,NA
523,"shape","timbre","smooth:sine","smooth:square","3",0,1
523,"lightness","timbre","dark:sine","dark:square","3",0,1
523,"hue","timbre","red:square","red:sine","3",1,NA
523,"complexity","lightness","simple:light","simple:dark","-3",0,NA
523,"shape","pitch","smooth:low","smooth:high","3",1,1
523,"complexity","hue","simple:blue","simple:red","3",1,NA
523,"timbre","pitch","sine:low","sine:high","0",NA,NA
523,"complexity","pitch","simple:low","simple:high","3",1,NA
523,"complexity","timbre","simple:square","simple:sine","-3",0,NA
523,"hue","lightness","red:light","red:dark","-1",0,NA
523,"hue","pitch","red:low","red:high","-3",0,NA
523,"lightness","pitch","dark:low","dark:high","3",1,1
523,"shape","lightness","smooth:light","smooth:dark","-2",0,NA
523,"shape","complexity","smooth:complex","smooth:simple","2",1,NA
523,"shape","hue","smooth:blue","smooth:red","3",1,NA
523,"shape","timbre","smooth:sine","smooth:square","3",0,1
523,"lightness","timbre","dark:sine","dark:square","3",0,1
523,"hue","timbre","red:square","red:sine","3",1,NA
523,"complexity","lightness","simple:light","simple:dark","-2",0,NA
523,"shape","pitch","smooth:low","smooth:high","3",1,1
523,"complexity","hue","simple:blue","simple:red","3",1,NA
523,"timbre","pitch","sine:low","sine:high","0",NA,NA
523,"complexity","pitch","simple:low","simple:high","3",1,NA
523,"complexity","timbre","simple:square","simple:sine","-3",0,NA
523,"hue","lightness","red:light","red:dark","-1",0,NA
523,"hue","pitch","red:low","red:high","-3",0,NA
523,"lightness","pitch","dark:low","dark:high","3",1,1
523,"shape","lightness","smooth:light","smooth:dark","-3",0,NA
524,"shape","hue","smooth:blue","smooth:red","2",1,NA
524,"timbre","pitch","sine:low","sine:high","1",1,NA
524,"complexity","timbre","simple:square","simple:sine","1",1,NA
524,"lightness","timbre","dark:sine","dark:square","0",NA,1
524,"shape","complexity","smooth:complex","smooth:simple","-2",0,NA
524,"shape","timbre","smooth:sine","smooth:square","3",0,1
524,"hue","pitch","red:low","red:high","-2",0,NA
524,"hue","lightness","red:light","red:dark","2",1,NA
524,"complexity","lightness","simple:light","simple:dark","2",1,NA
524,"complexity","pitch","simple:low","simple:high","-2",0,NA
524,"shape","lightness","smooth:light","smooth:dark","-2",0,NA
524,"complexity","hue","simple:blue","simple:red","2",1,NA
524,"shape","pitch","smooth:low","smooth:high","2",1,1
524,"lightness","pitch","dark:low","dark:high","3",1,1
524,"hue","timbre","red:square","red:sine","2",1,NA
524,"shape","hue","smooth:blue","smooth:red","2",1,NA
524,"timbre","pitch","sine:low","sine:high","0",NA,NA
524,"complexity","timbre","simple:square","simple:sine","-2",0,NA
524,"lightness","timbre","dark:sine","dark:square","1",0,1
524,"shape","complexity","smooth:complex","smooth:simple","2",1,NA
524,"shape","timbre","smooth:sine","smooth:square","2",0,1
524,"hue","pitch","red:low","red:high","-2",0,NA
524,"hue","lightness","red:light","red:dark","2",1,NA
524,"complexity","lightness","simple:light","simple:dark","0",NA,NA
524,"complexity","pitch","simple:low","simple:high","1",1,NA
524,"shape","lightness","smooth:light","smooth:dark","1",1,NA
524,"complexity","hue","simple:blue","simple:red","-2",0,NA
524,"shape","pitch","smooth:low","smooth:high","2",1,1
524,"lightness","pitch","dark:low","dark:high","3",1,1
524,"hue","timbre","red:square","red:sine","2",1,NA
524,"shape","hue","smooth:blue","smooth:red","-2",0,NA
524,"timbre","pitch","sine:low","sine:high","-1",0,NA
524,"complexity","timbre","simple:square","simple:sine","-2",0,NA
